time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%)
19-11-2022,24.2,11.7,0,10,80
20-11-2022,25.1,11.7,0,13.2,82
21-11-2022,25.5,12.5,0,15.6,82
22-11-2022,25.1,12.7,0,14.8,75
23-11-2022,25,11.8,0,18.3,73
24-11-2022,25,12.2,0,14.6,66
25-11-2022,24.8,11.2,0,11,84
26-11-2022,24.9,11.7,0,15.1,70
27-11-2022,24.7,11.2,0,9.7,83
28-11-2022,24.4,10.1,0,9.1,90
29-11-2022,24.1,10.4,0,9.2,90
30-11-2022,23.9,11.6,0,9.4,91
01-12-2022,23.6,11.2,0,11.1,92
02-12-2022,23.5,11.1,0,8.1,92
03-12-2022,23.8,11.1,0,7.6,93
04-12-2022,23.6,11.4,0,12,94
05-12-2022,22.4,10.5,0,8.3,93
06-12-2022,22.7,11.1,0,17.6,91
07-12-2022,23.1,11.4,0,21.2,91
08-12-2022,22.9,11,0,15.2,93
09-12-2022,23.6,10.8,0,12.6,93
10-12-2022,25.1,10.6,0,11.2,92
11-12-2022,25.3,11.6,0,12.1,91
12-12-2022,24.7,11.6,0,13.2,87
13-12-2022,24.5,11.4,0,20.4,70
14-12-2022,22.2,11.3,0,19.4,71
15-12-2022,21.7,9.1,0,17.1,77
16-12-2022,21.3,8.7,0,13.1,85
17-12-2022,21.8,8.4,0,11.9,88
18-12-2022,21.6,8.4,0,9.6,91
19-12-2022,21.5,9,0,10.1,96
20-12-2022,20.9,8.7,0,10.1,94
21-12-2022,20.6,7.7,0,10,96
22-12-2022,20.4,8.6,0,10.5,96
23-12-2022,19,7.8,0,10.7,99
24-12-2022,19,8.6,0,15,94
25-12-2022,17.2,6.6,0,13.7,97
26-12-2022,18.5,6.4,0,10.9,97
27-12-2022,18.9,7.2,0,18.4,96
28-12-2022,19.7,7.9,0,19.8,91
29-12-2022,20.3,9.5,0,12.2,91
30-12-2022,20.8,11.2,0,13.9,94
31-12-2022,19.1,9.7,0,17.3,96
01-01-2023,18.4,8,0,8.7,95
02-01-2023,18.3,6.4,0,9.2,95
03-01-2023,16.7,6.1,0,9.7,99
04-01-2023,16.6,5.5,0,11.2,99
05-01-2023,15.5,5.5,0,10.2,100
06-01-2023,14.2,4.9,0,10.9,100
07-01-2023,15.4,3.9,0,13.2,100
08-01-2023,17.2,5.8,0,14.2,100
09-01-2023,17.5,5.8,0,7.7,100
10-01-2023,18.5,7.6,0,14.4,99
11-01-2023,19.8,7.7,0,13.7,100
12-01-2023,20.2,9.9,0.1,16,92
13-01-2023,18.7,10.7,18.2,16.6,96
14-01-2023,17.1,8.1,0,17.1,99
15-01-2023,15.4,5.6,0,15.9,90
16-01-2023,15.6,3.8,0,13.3,80
17-01-2023,16.5,3.7,0,14.4,86
18-01-2023,16.7,3.3,0,10.6,86
19-01-2023,18.5,6.5,0.3,15.5,78
20-01-2023,19.8,9.8,0,14.9,91
21-01-2023,20.6,7.1,0,8.7,97
22-01-2023,21.8,8.2,0,10.6,95
23-01-2023,22.9,8.5,0,10,89
24-01-2023,21.3,13.2,11.3,23.2,95
25-01-2023,21.2,12,1,11.5,100
26-01-2023,19.1,10,0,16.4,95
27-01-2023,18.7,7.6,0,17.4,92
28-01-2023,20.8,6.6,0,15.3,86
29-01-2023,16.5,8.4,4.2,15.2,97
30-01-2023,16.3,10.5,10.2,22.3,96
31-01-2023,20.6,9.8,0,20.7,100
01-02-2023,20,9.5,0,19.7,95
02-02-2023,21.6,9.5,0,19.4,79
03-02-2023,22.5,9.7,0,16.7,84
04-02-2023,22.8,10.4,0,18.7,82
05-02-2023,23.4,11.1,0,14.3,86
06-02-2023,25.2,10.5,0,11.5,88
07-02-2023,23.5,13.2,0,18.2,96
08-02-2023,22.7,10.3,0,16.1,71
09-02-2023,25.9,10.1,0,15.3,78
10-02-2023,25.6,13,0,15.9,92
11-02-2023,26,13.4,0,16.6,98
12-02-2023,22,10.7,0,23.8,77
13-02-2023,21.1,9.9,0,27.9,43
14-02-2023,23.6,11.1,0,19.3,54
15-02-2023,25.8,12.9,0,20.9,67
16-02-2023,26.3,11.6,0,11,89
17-02-2023,26.8,13.4,0,9.9,96
18-02-2023,26.5,12.6,0,10.5,100
19-02-2023,28,14.9,0,10.4,96
20-02-2023,30.8,15.4,0,12,93
21-02-2023,29.2,15.2,0,14.2,85
22-02-2023,28.5,13.6,0,14.1,100
23-02-2023,27.5,14.1,0,18.9,83
24-02-2023,28,13.1,0,14.5,72
25-02-2023,28.5,13.5,0,9.9,77
26-02-2023,29.6,14.5,0,13.1,80
27-02-2023,29.9,15.7,0,15,85
28-02-2023,29.4,14.4,0,15.7,84
01-03-2023,29.8,15.8,0,17.5,72
02-03-2023,30.1,15.3,0,14.8,84
03-03-2023,30.7,16.9,0,18.1,81
04-03-2023,29.9,17.6,0,17.3,72
05-03-2023,29.7,16.4,0,20.8,81
06-03-2023,28.8,16,0,17.9,73
07-03-2023,28.8,15.9,0,13.8,72
08-03-2023,28.3,14.9,0.2,14.5,81
09-03-2023,27.6,16,0.5,13.8,85
10-03-2023,29.3,15.6,0,15.1,93
11-03-2023,30.1,16.3,0,13,79
12-03-2023,32,17.2,0,11.9,73
13-03-2023,32.2,17.6,0,15.8,77
14-03-2023,31.7,17.3,0,22.2,77
