latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
23.725834,92.85111,973,19800,Asia/Kolkata,GMT+5:30
,,,,,
time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%)
07-08-2020,25.7,19.6,8.8,10.7,100
08-08-2020,27.4,19.3,1,6,99
09-08-2020,25,20.3,6.7,6.4,100
10-08-2020,25.3,19.7,1.5,4.9,98
11-08-2020,24.6,20.1,4.5,10.8,97
12-08-2020,26.6,19.6,2.9,10.6,100
13-08-2020,28.4,19.1,0.5,4,100
14-08-2020,29,19.8,46.7,6.3,100
15-08-2020,26.7,20.1,4.6,10.5,100
16-08-2020,26.2,19.9,3.9,15.4,100
17-08-2020,24.7,19.8,5.5,14.7,93
18-08-2020,23.3,19.4,11.7,10.6,95
19-08-2020,24.6,19.6,32.6,9.6,100
20-08-2020,24.4,19,20,3.3,100
21-08-2020,25.1,19.1,5.5,7.8,100
22-08-2020,24.8,18.3,11.7,12.7,100
23-08-2020,26.6,17.7,8.4,7.1,100
24-08-2020,25.7,18.6,2.7,6.5,100
25-08-2020,28.6,18.6,14.3,8.6,100
26-08-2020,27.3,19.6,11.8,9,100
27-08-2020,25.2,18.8,7.1,9.7,100
28-08-2020,25.7,18.4,2.4,10.8,98
29-08-2020,25.6,18.8,1.3,11.2,96
30-08-2020,25.4,18.7,2.3,7.2,99
31-08-2020,25.2,18.4,9.1,8,100
01-09-2020,24.1,19.3,5.2,5,100
02-09-2020,26.9,18.4,5.2,5.4,100
03-09-2020,27.1,18.4,2.8,6.4,100
04-09-2020,27.9,19.2,1.2,6.1,100
05-09-2020,26.4,19.6,3.1,7.9,98
06-09-2020,27.7,18.8,0.3,9.3,100
07-09-2020,26.3,19.6,1.2,9.2,99
08-09-2020,27.1,19.3,5.5,7.1,98
09-09-2020,26.4,18.8,8.8,5.8,100
10-09-2020,24.3,19.6,56.8,7.6,100
11-09-2020,25.9,19.4,4.6,8.3,100
12-09-2020,25.7,18.9,2.8,6.4,99
13-09-2020,24.4,19,6,7.7,100
14-09-2020,25.3,19.4,6.3,6.5,99
15-09-2020,26,18.8,5.7,10.5,98
16-09-2020,25,19,2.7,8.9,97
17-09-2020,26.9,18.2,4.2,8.4,100
18-09-2020,27.5,18.7,3.4,5.4,100
19-09-2020,31.3,18.3,2.8,6.2,100
20-09-2020,30.8,19.6,0.7,10,100
21-09-2020,23.8,20.5,15.5,6.6,100
22-09-2020,23.7,19.5,15.1,9.3,100
23-09-2020,24.7,18.5,13.3,12.2,100
24-09-2020,24.6,18.2,5.9,12.2,100
25-09-2020,24.7,17.9,7.5,10.4,100
26-09-2020,23.9,18.1,4.4,11,100
27-09-2020,26.6,18,3.5,8.4,100
28-09-2020,27.4,18.1,0.6,5.2,100
29-09-2020,26.8,18.6,0.5,3.6,100
30-09-2020,25.4,19.6,10.4,4,100
01-10-2020,27.7,19.1,9.5,9.5,100
02-10-2020,25.9,18.8,4.9,3.7,100
03-10-2020,25.4,18.9,2.8,5.4,100
04-10-2020,26.6,18.8,7.7,4.8,100
05-10-2020,25.3,18.9,12,4.7,100
06-10-2020,24.3,18.8,3.9,5.8,100
07-10-2020,25.4,18.7,3.2,4.2,100
08-10-2020,27.5,19,0,6.4,100
09-10-2020,28.6,19.1,6.1,5.3,100
10-10-2020,27.8,19.3,0.6,3.9,100
11-10-2020,28,18.9,2.7,6.8,100
12-10-2020,27.8,17,0.6,4.6,100
13-10-2020,28.7,18.3,1.7,7.8,100
14-10-2020,28.6,18.6,1.2,6.9,100
15-10-2020,28.7,17.7,0.6,7.3,100
16-10-2020,28.7,18,0.3,6.6,99
17-10-2020,28.8,16.6,1,4.5,97
18-10-2020,25.1,19.7,14.4,4,100
19-10-2020,25,18.8,1.8,4,100
20-10-2020,24.3,17.3,4.8,4.8,100
21-10-2020,24.9,18.6,5.7,6.4,100
22-10-2020,21.3,19.2,66.8,4.2,100
23-10-2020,21,18.1,16.2,4.7,100
24-10-2020,23.9,17.9,16.8,10.8,100
25-10-2020,24.3,16.7,1.9,6.4,100
26-10-2020,25.4,16.4,0,6.6,100
27-10-2020,26.3,16,1.2,7,100
28-10-2020,26.6,16.3,4.5,6.5,100
29-10-2020,27.9,16.9,0.2,5.4,100
30-10-2020,29.6,15.5,0.4,6.2,99
31-10-2020,21.4,17.9,9.8,4.2,100
01-11-2020,22.3,17.7,8.8,2.6,100
02-11-2020,23.1,17.7,3.3,7.1,100
03-11-2020,24.1,17.3,3.2,6.5,100
04-11-2020,22.3,15.5,5.7,6.9,100
05-11-2020,22.9,12.9,0.4,6,100
06-11-2020,23.7,11.9,0,6.6,99
07-11-2020,25.2,11.5,0,7.2,100
08-11-2020,25.8,11.5,0,6.6,100
09-11-2020,25.7,10.5,0,6.5,100
10-11-2020,25.8,10.6,0,6.8,100
11-11-2020,26.6,10.7,0,6.6,100
12-11-2020,26.5,11,0,6.1,100
13-11-2020,27,11.4,0,5.4,100
14-11-2020,26.9,10.3,0,6,99
15-11-2020,27.2,10.2,0,5.7,99
16-11-2020,26.5,10.5,0,5.9,98
17-11-2020,23.4,11.2,0,7.4,97
18-11-2020,22.7,9.3,0,7.2,94
19-11-2020,23.1,6.9,0,8.2,92
20-11-2020,24.3,8.2,0,5.8,98
21-11-2020,23.2,10.8,1.5,7.2,97
22-11-2020,20.3,11.4,5.6,8.2,100
23-11-2020,23.3,9.5,0,6.3,100
24-11-2020,25,4.5,0,8.1,98
25-11-2020,25.8,5,0,6.3,98
26-11-2020,25.4,5.7,0,6.1,95
27-11-2020,25.8,5.6,0,6.5,98
28-11-2020,25.1,10.2,0,5.3,97
29-11-2020,26.2,7.6,0,6.6,99
30-11-2020,25.3,8.4,0,7.4,97
01-12-2020,25.3,7.8,0,7.8,99
02-12-2020,24.3,7.2,0,10.2,95
03-12-2020,23.9,7,0,10.3,97
04-12-2020,23.2,5.9,0,9.8,96
05-12-2020,22.6,5.1,0,10.3,98
06-12-2020,22.5,4.9,0,8.9,99
07-12-2020,22.2,5.1,0,8.5,98
08-12-2020,22.8,5.3,0,8,98
09-12-2020,21.5,4.7,0,5.4,99
10-12-2020,22.2,4.8,0,5.9,100
11-12-2020,22.4,4.8,0,5.9,100
12-12-2020,22.8,6,0,8.4,100
13-12-2020,22.3,5.8,0,8.2,100
14-12-2020,23,6.7,0,8.3,99
15-12-2020,22.8,6,0,8.7,94
16-12-2020,24.3,7,0,9.2,89
17-12-2020,22.4,6.5,0,8.3,91
18-12-2020,19.8,4.9,0,8.2,91
19-12-2020,21.9,1.9,0,7.7,93
20-12-2020,23,1.7,0,6.5,82
21-12-2020,23,2.9,0,6.9,88
22-12-2020,22.7,5,0,8,93
23-12-2020,22.3,4.2,0,6.1,98
24-12-2020,23,3.9,0,5.4,100
25-12-2020,22.9,2.9,0,8.8,100
26-12-2020,23.4,3.1,0,8.7,91
27-12-2020,23.4,1.9,0,9,95
28-12-2020,22.8,2.7,0,9,81
29-12-2020,22.2,2.1,0,5.9,89
30-12-2020,23.5,2,0,6.9,87
31-12-2020,24.2,2.3,0,9.2,79
01-01-2021,24,3.4,0,8.5,99
02-01-2021,23.7,4.1,0,8.8,97
03-01-2021,24.7,2.9,0,6.5,100
04-01-2021,26.1,5.4,0,8,86
05-01-2021,26.5,6.6,0,6.6,87
06-01-2021,25.7,7,0,6.8,87
07-01-2021,24.8,8.3,0,9,84
08-01-2021,24.3,7,0,8.3,86
09-01-2021,24.6,6.4,0,9.3,81
10-01-2021,23.2,6.5,0,7.6,90
11-01-2021,21.4,9.5,0.2,7.6,95
12-01-2021,22.3,5.9,0,9.6,100
13-01-2021,19.7,4.9,0,8.6,92
14-01-2021,20.6,6.8,0,9.7,88
15-01-2021,20,2.6,0,7.9,99
16-01-2021,19.2,3.4,0,7.7,96
17-01-2021,20.6,3.3,0,8.4,96
18-01-2021,22.4,4.1,0,9.8,99
19-01-2021,19.7,6.8,0,12.5,95
20-01-2021,20.7,5,0.4,13,99
21-01-2021,19.4,7.8,1.1,11.2,95
22-01-2021,20.9,3.6,0,8.3,95
23-01-2021,20.4,5.1,0,9.5,94
24-01-2021,20.8,3.3,0,8.5,93
25-01-2021,20.8,2.9,0,9.7,94
26-01-2021,20.5,1.6,0,8.4,91
27-01-2021,21.6,1.8,0,7.7,95
28-01-2021,23.8,1.8,0,8,100
29-01-2021,24.1,1.1,0,11.6,100
30-01-2021,21.5,4,0,12.2,97
31-01-2021,20,6.1,0,10.5,96
01-02-2021,20.3,1.5,0,8.3,91
02-02-2021,20.9,1.1,0,8,99
03-02-2021,22.7,2.1,0,8.4,98
04-02-2021,23.9,2.6,0,6.8,100
05-02-2021,23.9,4.1,0,8.8,90
06-02-2021,22.8,3.4,0,8.7,92
07-02-2021,20.4,5.4,1.6,11.2,95
08-02-2021,21.7,3.8,0,10.2,100
09-02-2021,23.5,3.6,0,7.6,99
10-02-2021,24.7,4.3,0,10.5,96
11-02-2021,21.8,4.9,0,7.1,88
12-02-2021,23.6,4.4,0,9.2,96
13-02-2021,23.5,4.8,0,8.2,93
14-02-2021,23.5,5,0,8.2,89
15-02-2021,22.5,5.5,0,8.7,87
16-02-2021,23.3,3.7,0,7.4,96
17-02-2021,25.5,4.8,0,8.4,94
18-02-2021,26.5,5.5,0,8.9,97
19-02-2021,25.4,7.9,0,7.6,86
20-02-2021,24.1,9.6,0,6.9,94
21-02-2021,25.4,9.3,0,8.7,88
22-02-2021,25.5,8.1,0,9.2,94
23-02-2021,25.4,7.6,0,10.5,94
24-02-2021,24.3,7.6,0,10.2,90
25-02-2021,24.5,9.5,0,10.9,93
26-02-2021,25.3,9.7,0,11.7,97
27-02-2021,26,8.1,0,13.3,98
28-02-2021,26.3,8.7,0,13.7,99
01-03-2021,27.3,8.7,0,14,93
02-03-2021,27,8,0,10.9,99
03-03-2021,26.6,9.8,0,14.2,84
04-03-2021,25.4,10.4,0,12.6,94
05-03-2021,25.3,9.8,0,14,95
06-03-2021,25.8,11.6,0,16.3,91
07-03-2021,26.6,9.4,0,14.2,92
08-03-2021,24.9,11.3,0.6,11.9,95
09-03-2021,27.8,10.9,0.1,16.1,94
10-03-2021,28.2,10.4,0,12.8,95
11-03-2021,28.9,10.1,0,12.6,79
12-03-2021,29,10.9,0,12.2,71
13-03-2021,30.2,10.9,0,11.9,85
14-03-2021,27.8,10.9,0,14.1,94
15-03-2021,27.7,10.4,0,11.3,94
16-03-2021,28.6,10.3,0,10,93
17-03-2021,28.9,9.4,0,11,86
18-03-2021,28.8,9.6,0,9.8,89
19-03-2021,29.9,9,0,10.3,79
20-03-2021,29.3,10.5,0,10.7,79
21-03-2021,29.2,13.3,0,9.2,71
22-03-2021,31,12.6,0,12.2,80
23-03-2021,30.6,12.3,0,12.5,78
24-03-2021,30.2,12.5,0,11.7,67
25-03-2021,29.4,14.2,0,10.1,73
26-03-2021,29.1,11.3,0,9.7,78
27-03-2021,30.1,11.6,0,11.4,64
28-03-2021,29.4,12.3,0,9.9,71
29-03-2021,29.5,13.4,0,11.5,64
30-03-2021,25.3,13.3,3.4,16.5,90
31-03-2021,28.3,15.8,0.5,18.3,91
01-04-2021,27.9,17.7,2.3,17.1,91
02-04-2021,28.1,16.4,0.7,12.9,98
03-04-2021,30.6,12,0,11.5,97
04-04-2021,30.7,10,0,11,93
05-04-2021,29.4,12.4,0,11.8,68
06-04-2021,30.1,10.9,0,11.7,86
07-04-2021,28.9,12.4,0,12.2,81
08-04-2021,29.1,13.1,0,12.6,91
09-04-2021,29.8,14.7,0,11.2,96
10-04-2021,31,15.1,0,13.6,85
11-04-2021,31.2,15.5,0,11.9,93
12-04-2021,31,13.8,0,14,74
13-04-2021,31,15.7,0,10,80
14-04-2021,31.9,13.6,0,11.6,92
15-04-2021,32.1,13.5,0,13.4,78
16-04-2021,30,16.7,0.6,13.1,91
17-04-2021,29.2,15.3,17.2,10.2,98
18-04-2021,28.6,12.8,0.1,11.1,82
19-04-2021,28.9,15.4,5.3,13.8,100
20-04-2021,29.2,13.8,0,12.1,98
21-04-2021,31.5,11.5,0,11.3,92
22-04-2021,31.6,13.5,0.1,12.4,91
23-04-2021,30.3,15.3,0,10.9,97
24-04-2021,30.2,13.1,0,10.1,90
25-04-2021,32.1,11.1,0,13.2,94
26-04-2021,31,12.4,0,9.3,90
27-04-2021,32.1,16.6,0,11.7,73
28-04-2021,30.4,17.1,0,10.6,88
29-04-2021,30.2,16.1,0,8,99
30-04-2021,30.7,15.8,0.1,10.1,100
01-05-2021,28.9,16.2,0.9,9.7,100
02-05-2021,28.2,14.6,0.8,11.5,100
03-05-2021,26.8,15.6,8,9.8,99
04-05-2021,26,15.2,0.5,10.1,99
05-05-2021,28.3,15,0.7,10.6,100
06-05-2021,29.4,14.5,3.6,12.6,99
07-05-2021,29.9,13.4,0,10.1,100
08-05-2021,27.3,16,2.8,11.8,100
09-05-2021,29.8,14.7,0,9.8,100
10-05-2021,28.4,16,0.4,9.4,100
11-05-2021,29.2,16.5,0.7,13.8,94
12-05-2021,25.3,17.1,6.3,9.4,96
13-05-2021,27.3,15.3,4.5,9.7,98
14-05-2021,25.3,16.1,4,12.2,100
15-05-2021,28.9,17.1,0.2,10.5,96
16-05-2021,28.8,15.8,0.3,10,96
17-05-2021,29.9,17.5,0.7,9.7,88
18-05-2021,30.2,17.7,0.3,11,98
19-05-2021,28.8,20.1,1.2,13,98
20-05-2021,29.8,20,0.8,12,97
21-05-2021,30.1,18.7,0.2,9.4,100
22-05-2021,31.4,20.5,1.7,9.7,97
23-05-2021,32.7,19.9,10.5,11.5,100
24-05-2021,34.5,20.6,5.3,9.5,100
25-05-2021,32.7,19,13.1,13.2,100
26-05-2021,30,20,6,7.1,100
27-05-2021,30.7,17.8,0,11.3,99
28-05-2021,29.1,18.8,1,10,90
29-05-2021,29.4,18.9,0.4,8,94
30-05-2021,28.9,19.8,2.6,9.1,96
31-05-2021,29.8,19.3,1.5,14,94
01-06-2021,27.8,19.9,9,15.6,100
02-06-2021,25.3,19.6,19.8,12.3,100
03-06-2021,27,18.8,3.2,11.4,97
04-06-2021,27.4,19.5,4.5,9.7,97
05-06-2021,27.7,19.4,7.1,11.7,97
06-06-2021,25.2,19.2,33.7,10.7,100
07-06-2021,26.8,18.7,6.5,13,100
08-06-2021,26.7,19.1,3.1,9.7,98
09-06-2021,28.7,18.4,7.5,7.2,100
10-06-2021,23.5,19.7,37.6,6.8,100
11-06-2021,28.2,19,9.6,7.1,100
12-06-2021,27.1,19.2,13,4.9,100
13-06-2021,28.6,19.1,19.4,10,100
14-06-2021,29.7,19.4,6.4,8.3,99
15-06-2021,30,19.4,12.7,11.2,100
16-06-2021,25.1,19.4,9.4,10.2,98
17-06-2021,27.6,19.2,2.2,11,98
18-06-2021,25.9,19.4,2.4,12.5,100
19-06-2021,23.5,19,20.5,11,100
20-06-2021,21.7,17.9,24.6,8.4,100
21-06-2021,26,17.2,9.7,8.3,100
22-06-2021,26.1,19.3,9.5,7.4,100
23-06-2021,26.9,18.4,9.2,9.2,100
24-06-2021,26.1,18.6,3.9,11.3,97
25-06-2021,27.6,18.4,4.1,10.9,97
26-06-2021,27.5,18.7,2.2,10.6,98
27-06-2021,28,19.5,5,11.4,100
28-06-2021,23.9,19.6,6.7,14.5,100
29-06-2021,23.5,19.6,10.2,12.7,100
30-06-2021,23.7,19.5,20.9,11.8,100
01-07-2021,21.9,19.4,57.3,11.3,100
02-07-2021,22.4,19.1,47.1,7.5,100
03-07-2021,22.3,19,7.5,9.6,100
04-07-2021,26.5,19,4,11.2,97
05-07-2021,27.6,17.7,1.6,11.5,100
06-07-2021,26.5,18.5,2.1,12.5,100
07-07-2021,26.8,19.9,8.7,9.3,100
08-07-2021,27.7,19.3,3.2,5.9,100
09-07-2021,27.6,19.3,15.9,6.3,100
10-07-2021,25.9,19.8,6.7,7.5,100
11-07-2021,25.2,19.4,5.9,8.5,100
12-07-2021,27.6,19.2,26.5,6.7,100
13-07-2021,27.8,19.8,32.7,9.2,100
14-07-2021,27.7,18.5,0.5,8,100
15-07-2021,28,18.3,6.1,8,100
16-07-2021,26.7,19.3,7.2,7.9,100
17-07-2021,23.7,19.8,7.8,4.4,100
18-07-2021,26.8,18.9,9.1,7,100
19-07-2021,22.6,19.7,9.9,3.9,100
20-07-2021,26.2,19.5,3.1,9.3,100
21-07-2021,27.3,19.2,2,4.6,100
22-07-2021,28.5,20,9.7,8,99
23-07-2021,26.5,20.1,34.5,7,100
24-07-2021,27.2,19.3,2.8,12.5,100
25-07-2021,26.4,19.9,2.3,12.3,97
26-07-2021,27.9,19.4,1.8,6.4,98
27-07-2021,26.6,19.9,13.8,7.9,100
28-07-2021,25.7,20.2,24.3,10.5,100
29-07-2021,24.9,19.9,27,4,100
30-07-2021,26.9,19.8,5,12.8,100
31-07-2021,26.3,19.7,5,11.4,98
01-08-2021,24.1,19.5,17.6,7.9,100
02-08-2021,22.7,19.6,9.4,4.5,100
03-08-2021,24.8,18.7,7.1,6.9,100
04-08-2021,27.5,18.7,16.5,8,100
05-08-2021,28.8,19.6,7.8,6.7,100
06-08-2021,26.1,19.7,11.2,8.4,100
07-08-2021,24.4,20,2.4,10.2,95
08-08-2021,24.6,19.5,4.7,11.7,95
09-08-2021,24.7,19.5,6.2,11.2,100
10-08-2021,26.3,19.6,1.5,11.6,96
11-08-2021,26.6,19.2,3.9,11.2,97
12-08-2021,25.9,20.8,2.7,9.7,96
13-08-2021,26.3,20.4,4.1,13.6,97
14-08-2021,25.3,19.3,7.3,8.7,100
15-08-2021,24.1,19.6,1.5,4.7,100
16-08-2021,23.2,19.3,11.9,3.7,100
17-08-2021,23.4,19.5,10.5,10.5,100
18-08-2021,24,19.2,7,12.4,100
19-08-2021,23.4,18.8,4,9.3,100
20-08-2021,24.6,18.5,11.7,5.8,100
21-08-2021,25.7,19.4,8.2,7.3,100
22-08-2021,25.3,18.5,0.6,9.3,100
23-08-2021,25,19.4,1.4,12.5,95
24-08-2021,25.8,18.8,3.1,10.2,96
25-08-2021,26,19.8,5,11.2,99
26-08-2021,27.2,19.6,8.2,8.1,99
27-08-2021,25,19.4,4.7,6.1,100
28-08-2021,27.1,19.4,17.1,6.1,100
29-08-2021,25.9,19.2,10.7,6.3,100
30-08-2021,22.8,19.2,7.5,4.3,100
31-08-2021,27.5,18.9,6.5,7.1,100
01-09-2021,24.9,18.8,9.2,4.3,100
02-09-2021,26.4,19.5,4,7.6,100
03-09-2021,26.9,19,7.7,7.9,100
04-09-2021,27.6,19.1,4.7,8.4,100
05-09-2021,28.1,19.9,6.6,5.9,100
06-09-2021,29.7,19.4,3,5,100
07-09-2021,27.1,18.8,18.5,8.2,100
08-09-2021,24.2,19.1,5.2,6.3,100
09-09-2021,26.7,18.8,1.7,4.6,100
10-09-2021,28.6,18.4,0.1,8.9,100
11-09-2021,30,18.2,0.3,7.6,100
12-09-2021,30.6,18.9,0.3,9.3,100
13-09-2021,25.4,18.6,22.4,8.9,100
14-09-2021,27.4,19,9,6.4,100
15-09-2021,26.7,17.9,3.9,5.6,100
16-09-2021,25.6,19.2,1.5,7.2,100
17-09-2021,26.9,19.1,12.8,6.2,100
18-09-2021,22.1,19.4,30.7,3.9,100
19-09-2021,23,18.8,11.2,6.4,100
20-09-2021,25.8,17.5,3.7,7.4,100
21-09-2021,22.3,18.2,8.4,4.1,100
22-09-2021,26.5,17.3,0.8,5.8,100
23-09-2021,27.1,17.8,3.7,4.7,100
24-09-2021,28.9,18.6,2.2,5.4,100
25-09-2021,29.8,18.5,4.4,4.7,100
26-09-2021,28.9,18.4,0,4.9,99
27-09-2021,29.1,17.9,0.7,9,96
28-09-2021,27.5,18,8.5,6.6,100
29-09-2021,26.7,19,12.2,5.6,100
30-09-2021,28.3,18.5,0,8,100
01-10-2021,27.1,17.7,2.3,7.2,100
02-10-2021,25.4,18.2,21.7,8.5,100
03-10-2021,25.7,18.1,3.4,7.6,100
04-10-2021,26.7,18.6,1.2,7.5,100
05-10-2021,26.8,17.7,1.3,7.9,100
06-10-2021,27,17.5,1.1,6.1,100
07-10-2021,26.8,18.2,1.7,4.9,100
08-10-2021,27.2,18.3,2.4,6.4,100
09-10-2021,25.8,18.7,3.2,5.1,100
10-10-2021,27.8,18.4,1.1,6.2,100
11-10-2021,29.6,19.2,2,5.9,100
12-10-2021,30.4,19.5,1.3,5.8,100
13-10-2021,30.9,17.9,11.9,12.3,100
14-10-2021,29.4,18.2,3.1,5.1,100
15-10-2021,30,17.7,0.8,6.7,100
16-10-2021,29.7,18.1,0,8.6,98
17-10-2021,28.3,17.5,0.4,10.1,97
18-10-2021,27.4,18.8,21.5,8.3,100
19-10-2021,25.8,17.4,4.1,5.5,100
20-10-2021,25.3,17.9,18.6,12,100
21-10-2021,21.3,18.2,9.4,8.1,100
22-10-2021,24.5,15.9,0.6,8.5,100
23-10-2021,24.8,13.8,0.1,6.2,96
24-10-2021,25.5,12.6,0,7.4,98
25-10-2021,25.3,12.8,0.1,7.7,96
26-10-2021,24.6,16.2,0.6,5.6,100
27-10-2021,24.3,16.1,2.5,5.1,100
28-10-2021,25.5,15,0.6,5.9,100
29-10-2021,26.3,15.8,0.7,4.9,100
30-10-2021,25.8,15.1,0.2,6.8,100
31-10-2021,24.3,15.5,1.5,6.3,100
01-11-2021,24.5,14.4,0.1,6.2,100
02-11-2021,25.4,11.8,0,7.3,94
03-11-2021,25.4,14,0,8.1,93
04-11-2021,24.7,12.3,0,7.6,98
05-11-2021,24.6,10,0,4.6,100
06-11-2021,24.4,10.5,0,4.5,99
07-11-2021,25.6,9,0,6.6,99
08-11-2021,26.4,9,0,6.2,99
09-11-2021,26.4,10.9,0,8,92
10-11-2021,25.8,13.1,0,6.9,98
11-11-2021,25.7,13.7,0,7.1,97
12-11-2021,25.7,14.1,0.4,7.6,96
13-11-2021,23.1,16.2,5.5,6.2,100
14-11-2021,21.6,15.9,5.9,5.5,100
15-11-2021,19.9,16.6,16.6,3.7,100
16-11-2021,22.8,16.8,13.5,6.2,100
17-11-2021,24.7,12.6,0,4.8,100
18-11-2021,25.7,9.5,0,7.8,100
19-11-2021,24.8,8.5,0,7.9,99
20-11-2021,24.1,9.8,0,8.2,95
21-11-2021,23.8,10.4,0,6.5,93
22-11-2021,24.1,10,0,5.6,99
23-11-2021,23.7,9.9,0,6.2,87
24-11-2021,23.3,9.5,0,7.1,94
25-11-2021,22.9,9.2,0,7.4,93
26-11-2021,22.2,7.6,0,7.1,94
27-11-2021,22.9,6.9,0,5.8,95
28-11-2021,23.9,6.7,0,8.7,99
29-11-2021,23.8,7.5,0,7,97
30-11-2021,23.9,7.8,0,6.9,99
01-12-2021,24.3,7.6,0,6.3,100
02-12-2021,23.8,8.1,0,5,98
03-12-2021,23.8,7,0,9.8,99
04-12-2021,23.2,9.4,0.1,5.8,97
05-12-2021,21.4,14.4,0,4.1,97
06-12-2021,17.4,14.7,32.5,3.8,100
07-12-2021,20.3,15.5,13.3,9.7,100
08-12-2021,21.3,13.6,0.8,7.4,100
09-12-2021,23.5,12.5,3.1,5.4,100
10-12-2021,20,14,1.5,6,100
11-12-2021,20.1,8.1,0,9.2,98
12-12-2021,20.1,3.4,0,5.8,99
13-12-2021,21.3,5,0,7.1,99
14-12-2021,21.8,5.5,0,9.9,100
15-12-2021,21,4.9,0,7.1,100
16-12-2021,20.7,3.7,0,5.4,95
17-12-2021,21.9,4,0,5.4,96
18-12-2021,21.2,2.8,0,5.8,100
19-12-2021,21.2,3.9,0,9.3,100
20-12-2021,20.7,7.4,0,7.3,95
21-12-2021,21,5.3,0.4,6.7,100
22-12-2021,17.9,7.3,1.4,8,100
23-12-2021,17.7,6.5,0,5.9,100
24-12-2021,19.3,3,0,6.3,100
25-12-2021,19.9,4.7,0.2,8.4,94
26-12-2021,19.6,4.6,0,6.5,94
27-12-2021,20,4.3,0,6.9,94
28-12-2021,20.7,4.1,0,6.9,95
29-12-2021,21.9,4.3,0,6.6,99
30-12-2021,22.5,5.4,0,8.4,95
31-12-2021,21.2,5.1,0,7.8,100
01-01-2022,20.3,4.6,0,6.6,93
02-01-2022,21.2,4.3,0,6.2,95
03-01-2022,21.8,3.3,0,8.4,100
04-01-2022,21.5,4.4,0,5.9,91
05-01-2022,21.8,3.3,0,8,93
06-01-2022,21.7,3.4,0,6.2,88
07-01-2022,23.5,5.5,0,6.8,88
08-01-2022,23.7,6.2,0,6.5,89
09-01-2022,23.2,6.1,0,6.5,90
10-01-2022,22.6,5.7,0,6.2,92
11-01-2022,23.4,6.6,0,7.6,91
12-01-2022,20.5,7.3,5,9.1,93
13-01-2022,19.9,8,0,7.7,97
14-01-2022,18.3,7.3,0.1,6.3,97
15-01-2022,18.9,6.8,0,5.6,100
16-01-2022,19.7,7.3,0.3,8.6,100
17-01-2022,21.3,4.7,0,6.4,100
18-01-2022,21.5,4.6,0,9.8,98
19-01-2022,18.4,6.2,0.1,8.4,93
20-01-2022,18.1,5.1,0.6,9.4,93
21-01-2022,18.3,4.4,0.2,10.2,99
22-01-2022,18.9,3.9,0,6.6,96
23-01-2022,21.2,8.6,0.1,9.8,90
24-01-2022,16.7,10.9,5.3,6.6,100
25-01-2022,18,10.2,0.7,8,96
26-01-2022,18.1,7.3,0.2,8.3,100
27-01-2022,16.8,8.3,3.8,11.6,96
28-01-2022,16.3,5.9,0.5,9.1,100
29-01-2022,16.6,1.7,0,6.9,96
30-01-2022,17.1,2,0,11.7,98
31-01-2022,16.9,5.1,0,10.2,87
01-02-2022,18.6,2.6,0.7,11.7,99
02-02-2022,18.7,7.4,0.9,11.1,94
03-02-2022,21,6.1,0,8.7,87
04-02-2022,22.6,4.4,0,10.5,99
05-02-2022,17.3,9.6,8.4,12.9,100
06-02-2022,16.2,5.4,0.1,8.7,100
07-02-2022,18.3,2.6,0,9.5,90
08-02-2022,18.3,2.3,0,7.4,94
09-02-2022,18.9,2.8,0,8.2,90
10-02-2022,20.1,3.6,0,7.4,87
11-02-2022,20.2,7.5,0,9.9,88
12-02-2022,18,6.3,0.4,8.7,89
13-02-2022,22.7,1.1,0,8.4,98
14-02-2022,23.7,3,0,9,94
15-02-2022,23.6,3.1,0,8.2,89
16-02-2022,22.4,2.8,0,8.4,85
17-02-2022,22.5,4,0,9.6,86
18-02-2022,21.9,3.6,0,7.1,84
19-02-2022,21.8,3.8,0,9.7,86
20-02-2022,21.9,4.2,0.4,12.9,84
21-02-2022,21,8.6,2,15.9,96
22-02-2022,20.8,4,0,8.7,99
23-02-2022,23.8,5.2,0,13.4,88
24-02-2022,23,6.3,0,10.8,98
25-02-2022,25.2,7.9,0.1,10.9,94
26-02-2022,25,7.8,0,12,88
27-02-2022,25.2,7.5,0,10.5,89
28-02-2022,24.1,8.6,0,11.5,82
01-03-2022,25.1,8.5,0,9.8,89
02-03-2022,26.6,6.2,0,9.4,90
03-03-2022,26.7,6.2,0,11.1,80
04-03-2022,26.5,6.5,0,10.6,73
05-03-2022,24.8,6.5,0,10.2,72
06-03-2022,26.9,5.9,0,12,87
07-03-2022,30.2,5.6,0,11.2,96
08-03-2022,30,12.6,0,13.3,77
09-03-2022,29.6,10.4,0,7.6,87
10-03-2022,29.9,10.3,0,6.4,85
11-03-2022,29.4,11.2,0,7.9,87
12-03-2022,29.8,10.7,0,9.4,90
13-03-2022,30.5,9.9,0,5.5,91
14-03-2022,30.5,11.4,0,8,82
15-03-2022,30.2,12,0,7.7,86
16-03-2022,29.6,12.2,0,7.5,85
17-03-2022,29.7,11.5,0,10,87
18-03-2022,30.9,12.5,0,10.2,87
19-03-2022,30.5,12.6,0,8.4,86
20-03-2022,30.3,12.9,0,9.9,91
21-03-2022,30.5,10.8,0,9.8,86
